
"Banco de México"

"Índices de Precios al Consumidor y UDIS"
"Principales índices mensuales"

"Fecha de consulta: 17/10/2022 05:39:53"

"Aviso importante: Algunas de las series que está consultando registra un cambio, por favor consulte los metadatos de las mismas."

"Título","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","IPC Por objeto del gasto Nacional, I n d i c e G e n e r a l","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Alimentos, Bebidas y Tabaco","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Mercancías, Mercancías no Alimenticias","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Vivienda","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Educación (colegiaturas)","Subíndices subyacente y complementarios, Precios al consumidor (INPC), Subyacente, Servicios, Otros Servicios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Frutas y Verduras","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Agropecuarios, Pecuarios","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Energéticos","Subíndices subyacente y complementarios, Precios al consumidor (INPC), No Subyacente, Energéticos y Tarifas Autorizadas por el Gobierno, Tarifas Autorizadas por el Gobierno"
01/04/1986,0.959263000000,1.063468000000,0.959263000000,1.063468000000,1.184582000000,0.846908000000,1.548839000000,0.858877000000,0.928134000000,0.369256000000,0.897710000000,0.689724000000,0.884223000000,0.657547000000,1.036171000000,0.522706000000,0.564022000000,0.433881000000
01/05/1986,1.012570000000,1.125497000000,1.012570000000,1.125497000000,1.265925000000,0.919008000000,1.633768000000,0.891804000000,0.959546000000,0.382681000000,0.934594000000,0.721477000000,0.942201000000,0.762516000000,1.060181000000,0.530930000000,0.573104000000,0.440295000000
01/06/1986,1.077567000000,1.204650000000,1.077567000000,1.204650000000,1.359359000000,0.998554000000,1.736347000000,0.948349000000,1.010772000000,0.395583000000,1.000755000000,0.752278000000,0.994857000000,0.831572000000,1.100651000000,0.542197000000,0.581780000000,0.456571000000
01/07/1986,1.131333000000,1.265074000000,1.131333000000,1.265074000000,1.425885000000,1.035237000000,1.840047000000,0.998241000000,1.051718000000,0.399333000000,1.062515000000,0.789100000000,1.045521000000,0.843881000000,1.178037000000,0.566931000000,0.594460000000,0.504963000000
01/08/1986,1.221531000000,1.337383000000,1.221531000000,1.337383000000,1.516081000000,1.093859000000,1.966987000000,1.043109000000,1.088812000000,0.410707000000,1.116896000000,0.916096000000,1.091148000000,0.865479000000,1.240265000000,0.770631000000,0.744061000000,0.813676000000
01/09/1986,1.294812000000,1.421436000000,1.294812000000,1.421436000000,1.617865000000,1.167327000000,2.098996000000,1.099557000000,1.133145000000,0.616305000000,1.162663000000,0.962474000000,1.139453000000,0.910342000000,1.290519000000,0.816005000000,0.806089000000,0.825349000000
01/10/1986,1.368824000000,1.515087000000,1.368824000000,1.515087000000,1.738189000000,1.254667000000,2.254300000000,1.152756000000,1.187541000000,0.616305000000,1.222896000000,0.989658000000,1.174580000000,0.898075000000,1.358948000000,0.836352000000,0.833727000000,0.830935000000
01/11/1986,1.461304000000,1.617609000000,1.461304000000,1.617609000000,1.865055000000,1.336509000000,2.433791000000,1.217798000000,1.245225000000,0.618138000000,1.301337000000,1.056282000000,1.239952000000,0.961030000000,1.425367000000,0.905219000000,0.925318000000,0.853727000000
01/12/1986,1.576735000000,1.742314000000,1.576735000000,1.742314000000,2.013880000000,1.433886000000,2.642244000000,1.304611000000,1.327751000000,0.622338000000,1.402662000000,1.146482000000,1.357745000000,1.077821000000,1.542667000000,0.971599000000,0.999117000000,0.904507000000
01/01/1987,1.704401000000,1.886889000000,1.704401000000,1.886889000000,2.157107000000,1.526741000000,2.844178000000,1.446341000000,1.411223000000,0.687038000000,1.590045000000,1.231460000000,1.474768000000,1.167711000000,1.677764000000,1.028589000000,1.028607000000,1.015470000000
01/02/1987,1.827386000000,2.029259000000,1.827386000000,2.029259000000,2.341971000000,1.662294000000,3.080686000000,1.524487000000,1.472734000000,0.719285000000,1.684966000000,1.306365000000,1.599038000000,1.266857000000,1.818607000000,1.059457000000,1.034329000000,1.095961000000
01/03/1987,1.948153000000,2.172018000000,1.948153000000,2.172018000000,2.527374000000,1.789002000000,3.332080000000,1.602798000000,1.548935000000,0.719601000000,1.775801000000,1.373282000000,1.721349000000,1.377856000000,1.947701000000,1.076677000000,1.040399000000,1.135138000000
01/04/1987,2.118606000000,2.329889000000,2.118606000000,2.329889000000,2.710530000000,1.912792000000,3.582553000000,1.720058000000,1.635126000000,0.721848000000,1.927497000000,1.565633000000,1.910471000000,1.569662000000,2.132981000000,1.275152000000,1.305719000000,1.198136000000
01/05/1987,2.278325000000,2.498393000000,2.278325000000,2.498393000000,2.928185000000,2.056706000000,3.885110000000,1.814153000000,1.720219000000,0.743012000000,2.037720000000,1.699690000000,2.067215000000,1.705167000000,2.303206000000,1.390607000000,1.326079000000,1.501265000000
01/06/1987,2.443146000000,2.684685000000,2.443146000000,2.684685000000,3.165321000000,2.226873000000,4.194200000000,1.923077000000,1.803843000000,0.774006000000,2.172980000000,1.810195000000,2.220877000000,1.750214000000,2.532439000000,1.463354000000,1.331543000000,1.706912000000
01/07/1987,2.641022000000,2.915519000000,2.641022000000,2.915519000000,3.433606000000,2.401729000000,4.571031000000,2.093857000000,1.896355000000,0.788199000000,2.411363000000,1.926744000000,2.394741000000,1.830367000000,2.771084000000,1.529260000000,1.390916000000,1.784974000000
01/08/1987,2.856872000000,3.129306000000,2.856872000000,3.129306000000,3.681512000000,2.541230000000,4.953154000000,2.252822000000,2.009554000000,0.842041000000,2.612723000000,2.139188000000,2.594170000000,1.931792000000,3.038079000000,1.757131000000,1.677637000000,1.892894000000
01/09/1987,3.045081000000,3.362996000000,3.045081000000,3.362996000000,3.971048000000,2.733250000000,5.354741000000,2.400582000000,2.110380000000,1.306577000000,2.750429000000,2.218323000000,2.753136000000,2.012503000000,3.250998000000,1.764361000000,1.682881000000,1.903983000000
01/10/1987,3.298845000000,3.657629000000,3.298845000000,3.657629000000,4.314768000000,2.952726000000,5.844512000000,2.616762000000,2.243880000000,1.318558000000,3.043591000000,2.370924000000,3.040101000000,2.262926000000,3.560982000000,1.796258000000,1.697681000000,1.969477000000
01/11/1987,3.560511000000,3.997515000000,3.560511000000,3.997515000000,4.733081000000,3.189367000000,6.487384000000,2.835590000000,2.425883000000,1.339920000000,3.312475000000,2.447314000000,3.176672000000,2.287225000000,3.775896000000,1.818719000000,1.709354000000,2.013111000000
01/12/1987,4.086392000000,4.495541000000,4.086392000000,4.495541000000,5.278302000000,3.459885000000,7.383548000000,3.251154000000,2.634775000000,1.344047000000,3.905595000000,3.016155000000,3.624794000000,2.608240000000,4.309710000000,2.507610000000,2.468644000000,2.553218000000
01/01/1988,4.718246000000,5.089183000000,4.718246000000,5.089183000000,5.967959000000,4.078511000000,8.092338000000,3.690774000000,2.856124000000,1.712882000000,4.487153000000,3.710263000000,4.211420000000,2.942273000000,5.069738000000,3.311690000000,3.171245000000,3.548911000000
01/02/1988,5.111783000000,5.618016000000,5.111783000000,5.618016000000,6.663660000000,4.527947000000,9.075645000000,3.968401000000,3.098354000000,1.872987000000,4.805156000000,3.785527000000,4.325527000000,2.902537000000,5.291945000000,3.352571000000,3.171246000000,3.670582000000
01/03/1988,5.373547000000,5.953512000000,5.373547000000,5.953512000000,7.044806000000,4.726421000000,9.687737000000,4.228922000000,3.410243000000,1.905939000000,5.070065000000,3.872081000000,4.500788000000,3.079610000000,5.464124000000,3.359204000000,3.169006000000,3.694777000000
01/04/1988,5.538941000000,6.125769000000,5.538941000000,6.125769000000,7.197342000000,4.802745000000,9.937471000000,4.423179000000,3.681606000000,1.915631000000,5.247342000000,4.015924000000,4.810671000000,3.533241000000,5.668740000000,3.353151000000,3.155151000000,3.704319000000
01/05/1988,5.646109000000,6.244011000000,5.646109000000,6.244011000000,7.270863000000,4.835836000000,10.063517000000,4.600231000000,3.989340000000,1.976180000000,5.368008000000,4.094254000000,4.985815000000,3.837194000000,5.750605000000,3.343990000000,3.136904000000,3.713347000000
01/06/1988,5.761292000000,6.329859000000,5.761292000000,6.329859000000,7.305686000000,4.851332000000,10.123494000000,4.754784000000,4.251417000000,1.996483000000,5.481155000000,4.270991000000,5.356970000000,4.331314000000,6.030626000000,3.345349000000,3.136904000000,3.717391000000
01/07/1988,5.857457000000,6.391669000000,5.857457000000,6.391669000000,7.306589000000,4.880445000000,10.080931000000,4.899938000000,4.533273000000,2.045636000000,5.563294000000,4.440668000000,5.714450000000,4.316410000000,6.648934000000,3.345598000000,3.136904000000,3.718134000000
01/08/1988,5.911343000000,6.455503000000,5.911343000000,6.455503000000,7.319129000000,4.871624000000,10.124659000000,5.033576000000,4.794783000000,2.081710000000,5.638916000000,4.470219000000,5.775697000000,4.317097000000,6.752566000000,3.346570000000,3.137813000000,3.719219000000
01/09/1988,5.945139000000,6.470215000000,5.945139000000,6.470215000000,7.220670000000,4.807106000000,9.986898000000,5.206427000000,5.055206000000,2.986425000000,5.673510000000,4.545590000000,5.931643000000,4.598620000000,6.817725000000,3.349292000000,3.137813000000,3.727319000000
01/10/1988,5.990486000000,6.511381000000,5.990486000000,6.511381000000,7.196927000000,4.818766000000,9.911854000000,5.337223000000,5.327814000000,3.006996000000,5.739878000000,4.598639000000,6.026797000000,4.553144000000,7.011788000000,3.364603000000,3.154998000000,3.738710000000
01/11/1988,6.070654000000,6.566470000000,6.070654000000,6.566470000000,7.211013000000,4.846735000000,9.902769000000,5.447977000000,5.563246000000,3.009277000000,5.795355000000,4.732119000000,6.296273000000,4.687973000000,7.374141000000,3.375567000000,3.169493000000,3.742509000000
01/12/1988,6.197316000000,6.687693000000,6.197316000000,6.687693000000,7.301476000000,4.979704000000,9.916111000000,5.608344000000,5.838489000000,3.010656000000,5.913342000000,4.866280000000,6.576696000000,5.134656000000,7.533608000000,3.377810000000,3.169713000000,3.748748000000
01/01/1989,6.349024000000,6.900670000000,6.349024000000,6.900670000000,7.411548000000,5.164122000000,9.897578000000,5.958578000000,6.200140000000,3.163865000000,6.288670000000,4.874835000000,6.567421000000,5.165581000000,7.495875000000,3.402857000000,3.169713000000,3.823294000000
01/02/1989,6.435184000000,7.039663000000,6.435184000000,7.039663000000,7.460590000000,5.210851000000,9.943773000000,6.219096000000,6.522068000000,3.277666000000,6.537715000000,4.839201000000,6.478862000000,4.870459000000,7.554935000000,3.415169000000,3.168725000000,3.861905000000
01/03/1989,6.504945000000,7.136210000000,6.504945000000,7.136210000000,7.503205000000,5.241631000000,9.999012000000,6.388072000000,6.759736000000,3.304480000000,6.688693000000,4.846248000000,6.482236000000,4.779928000000,7.624969000000,3.425701000000,3.169608000000,3.891493000000
01/04/1989,6.602224000000,7.222918000000,6.602224000000,7.222918000000,7.573225000000,5.298743000000,10.079727000000,6.495330000000,6.953493000000,3.317972000000,6.760520000000,4.963637000000,6.717779000000,5.222592000000,7.710994000000,3.436672000000,3.152430000000,3.958314000000
01/05/1989,6.693099000000,7.298140000000,6.693099000000,7.298140000000,7.613114000000,5.326187000000,10.133533000000,6.617612000000,7.194040000000,3.349757000000,6.829153000000,5.086264000000,6.979402000000,5.817634000000,7.733128000000,3.433854000000,3.137771000000,3.979083000000
01/06/1989,6.774385000000,7.366201000000,6.774385000000,7.366201000000,7.640474000000,5.350318000000,10.162284000000,6.740490000000,7.410758000000,3.384957000000,6.911962000000,5.194212000000,7.203106000000,6.153678000000,7.874754000000,3.437426000000,3.137771000000,3.989713000000
01/07/1989,6.842148000000,7.433510000000,6.842148000000,7.433510000000,7.647764000000,5.374162000000,10.143185000000,6.889719000000,7.657006000000,3.392838000000,7.026559000000,5.260463000000,7.336940000000,6.347164000000,7.964851000000,3.442793000000,3.137771000000,4.005686000000
01/08/1989,6.907333000000,7.520436000000,6.907333000000,7.520436000000,7.689114000000,5.413538000000,10.182172000000,7.037676000000,7.903438000000,3.427829000000,7.135469000000,5.274411000000,7.355722000000,6.297935000000,8.031745000000,3.452538000000,3.138265000000,4.033707000000
01/09/1989,6.973393000000,7.635181000000,6.973393000000,7.635181000000,7.736778000000,5.454627000000,10.233718000000,7.242686000000,8.192624000000,3.941148000000,7.257890000000,5.228766000000,7.228591000000,5.926696000000,8.079293000000,3.480865000000,3.170672000000,4.053559000000
01/10/1989,7.076525000000,7.771110000000,7.076525000000,7.771110000000,7.847788000000,5.552887000000,10.349831000000,7.409088000000,8.452635000000,3.957168000000,7.393072000000,5.254473000000,7.189252000000,5.753065000000,8.135737000000,3.566642000000,3.296377000000,4.058831000000
01/11/1989,7.175855000000,7.891836000000,7.175855000000,7.891836000000,7.945280000000,5.609202000000,10.497869000000,7.558425000000,8.724095000000,3.964241000000,7.493585000000,5.302110000000,7.254067000000,5.723727000000,8.266761000000,3.599311000000,3.341447000000,4.066419000000
01/12/1989,7.418030000000,8.121922000000,7.418030000000,8.121922000000,8.143809000000,5.833518000000,10.630864000000,7.825205000000,9.045073000000,3.980673000000,7.766118000000,5.562424000000,7.530488000000,5.920048000000,8.597245000000,3.849133000000,3.523370000000,4.448113000000
01/01/1990,7.776037000000,8.435019000000,7.776037000000,8.435019000000,8.378512000000,6.145184000000,10.716676000000,8.237925000000,9.392486000000,4.070141000000,8.264716000000,6.007911000000,7.937395000000,6.623904000000,8.789080000000,4.337322000000,3.542260000000,5.863520000000
01/02/1990,7.952120000000,8.590027000000,7.952120000000,8.590027000000,8.472240000000,6.227906000000,10.815082000000,8.473746000000,9.676559000000,4.139994000000,8.498490000000,6.224720000000,8.333942000000,7.350947000000,8.946832000000,4.392874000000,3.541528000000,6.030314000000
01/03/1990,8.092310000000,8.721044000000,8.092310000000,8.721044000000,8.551321000000,6.305158000000,10.886651000000,8.673267000000,9.969941000000,4.156373000000,8.671407000000,6.380280000000,8.639127000000,7.826771000000,9.127698000000,4.413783000000,3.541528000000,6.092545000000
01/04/1990,8.215472000000,8.892265000000,8.215472000000,8.892265000000,8.686627000000,6.422196000000,11.032369000000,8.889219000000,10.300227000000,4.184641000000,8.849981000000,6.391008000000,8.658658000000,7.529888000000,9.371763000000,4.416616000000,3.506638000000,6.170371000000
01/05/1990,8.358838000000,9.097511000000,8.358838000000,9.097511000000,8.875041000000,6.588973000000,11.229439000000,9.111333000000,10.609764000000,4.205573000000,9.051868000000,6.390169000000,8.614319000000,7.295208000000,9.463068000000,4.455653000000,3.512385000000,6.275126000000
01/06/1990,8.542939000000,9.325962000000,8.542939000000,9.325962000000,9.111953000000,6.815864000000,11.450828000000,9.320444000000,10.930399000000,4.257622000000,9.221228000000,6.467871000000,8.489275000000,6.901836000000,9.529885000000,4.720550000000,3.796349000000,6.498730000000
01/07/1990,8.698735000000,9.512833000000,8.698735000000,9.512833000000,9.278451000000,6.969287000000,11.615687000000,9.529747000000,11.275979000000,4.307525000000,9.376970000000,6.548131000000,8.593090000000,6.953612000000,9.669598000000,4.780530000000,3.796349000000,6.677245000000
01/08/1990,8.846950000000,9.684587000000,8.846950000000,9.684587000000,9.429584000000,7.100127000000,11.778276000000,9.724779000000,11.605619000000,4.383841000000,9.514010000000,6.638002000000,8.760209000000,6.930823000000,9.969889000000,4.801042000000,3.802437000000,6.726186000000
01/09/1990,8.973061000000,9.842794000000,8.973061000000,9.842794000000,9.518494000000,7.152056000000,11.912405000000,9.974932000000,11.933421000000,5.321713000000,9.638618000000,6.687400000000,8.832685000000,6.852195000000,10.148945000000,4.830089000000,3.831596000000,6.754638000000
01/10/1990,9.102060000000,10.000901000000,9.102060000000,10.000901000000,9.663633000000,7.283475000000,12.059685000000,10.146035000000,12.251625000000,5.345472000000,9.747726000000,6.746281000000,8.862300000000,6.861068000000,10.192989000000,4.916775000000,3.897322000000,6.881915000000
01/11/1990,9.343723000000,10.216734000000,9.343723000000,10.216734000000,9.844547000000,7.447307000000,12.243233000000,10.403741000000,12.606362000000,5.367733000000,9.984726000000,7.036922000000,9.082360000000,7.264167000000,10.280793000000,5.276918000000,4.343054000000,7.067241000000
01/12/1990,9.638214000000,10.507484000000,9.638214000000,10.507484000000,10.082107000000,7.675825000000,12.463683000000,10.759520000000,13.027615000000,5.450243000000,10.344457000000,7.328826000000,9.419228000000,7.734994000000,10.519071000000,5.532386000000,4.579851000000,7.356596000000
01/01/1991,9.883880000000,10.787541000000,9.883880000000,10.787541000000,10.279840000000,7.872336000000,12.637486000000,11.145789000000,13.435936000000,5.606516000000,10.754603000000,7.488174000000,9.644612000000,7.851167000000,10.819715000000,5.633799000000,4.579919000000,7.658292000000
01/02/1991,10.056425000000,10.996528000000,10.056425000000,10.996528000000,10.434599000000,7.999690000000,12.814156000000,11.423940000000,13.769835000000,5.692163000000,11.030596000000,7.572528000000,9.668358000000,7.551219000000,11.073122000000,5.775118000000,4.665019000000,7.909632000000
01/03/1991,10.199840000000,11.160216000000,10.199840000000,11.160216000000,10.569076000000,8.105940000000,12.974455000000,11.623208000000,14.049124000000,5.726734000000,11.208832000000,7.665127000000,9.672159000000,7.525513000000,11.097841000000,5.950669000000,4.778705000000,8.205998000000
01/04/1991,10.306688000000,11.282353000000,10.306688000000,11.282353000000,10.701198000000,8.202712000000,13.143652000000,11.727348000000,14.262406000000,5.747219000000,11.263307000000,7.733699000000,9.813912000000,8.027212000000,10.982491000000,5.953260000000,4.737265000000,8.296134000000
01/05/1991,10.407442000000,11.389542000000,10.407442000000,11.389542000000,10.811046000000,8.282125000000,13.285928000000,11.827300000000,14.453117000000,5.788254000000,11.320887000000,7.816271000000,10.002252000000,8.559526000000,10.924595000000,5.940199000000,4.704625000000,8.322182000000
01/06/1991,10.516648000000,11.497237000000,10.516648000000,11.497237000000,10.922130000000,8.381942000000,13.399826000000,11.926716000000,14.620683000000,5.849328000000,11.388229000000,7.924807000000,10.217988000000,9.069641000000,10.929041000000,5.952216000000,4.712951000000,8.341385000000
01/07/1991,10.609584000000,11.599551000000,10.609584000000,11.599551000000,10.994043000000,8.426427000000,13.504500000000,12.068291000000,14.794953000000,5.889559000000,11.526664000000,7.993230000000,10.352557000000,9.216461000000,11.053531000000,5.961107000000,4.716742000000,8.360308000000
01/08/1991,10.683423000000,11.705551000000,10.683423000000,11.705551000000,11.081396000000,8.473397000000,13.642502000000,12.196954000000,14.950407000000,5.957721000000,11.650178000000,7.992131000000,10.341999000000,9.020949000000,11.174446000000,5.968663000000,4.719975000000,8.376368000000
01/09/1991,10.789850000000,11.868463000000,10.789850000000,11.868463000000,11.205278000000,8.552010000000,13.819776000000,12.409235000000,15.132386000000,7.028320000000,11.776303000000,7.967846000000,10.278385000000,8.656244000000,11.325333000000,5.980044000000,4.723926000000,8.402381000000
01/10/1991,10.915343000000,12.032396000000,10.915343000000,12.032396000000,11.365856000000,8.673742000000,14.019086000000,12.572500000000,15.329316000000,7.108175000000,11.934056000000,8.002416000000,10.306786000000,8.626658000000,11.394629000000,6.020839000000,4.771567000000,8.429042000000
01/11/1991,11.186374000000,12.146514000000,11.186374000000,12.146514000000,11.448993000000,8.839002000000,13.965183000000,12.726305000000,15.561101000000,7.113501000000,12.065062000000,8.615500000000,10.363540000000,8.671950000000,11.458942000000,7.154160000000,5.889232000000,9.579086000000
01/12/1991,11.449680000000,12.362198000000,11.449680000000,12.362198000000,11.633356000000,9.058687000000,14.071208000000,12.978825000000,15.929495000000,7.121130000000,12.287218000000,8.975880000000,10.536358000000,8.834512000000,11.637277000000,7.692461000000,6.447654000000,10.070518000000
01/01/1992,11.657778000000,12.590388000000,11.657778000000,12.590388000000,11.734830000000,9.141667000000,14.187858000000,13.377147000000,16.318114000000,7.270653000000,12.730110000000,9.131168000000,10.811824000000,9.329149000000,11.754256000000,7.740097000000,6.454699000000,10.198285000000
01/02/1992,11.795900000000,12.728869000000,11.795900000000,12.728869000000,11.805157000000,9.159575000000,14.329552000000,13.606617000000,16.595434000000,7.331695000000,12.957946000000,9.263363000000,11.022439000000,9.828382000000,11.757725000000,7.802554000000,6.462780000000,10.368098000000
01/03/1992,11.915948000000,12.844090000000,11.915948000000,12.844090000000,11.878707000000,9.201556000000,14.442010000000,13.776472000000,16.799871000000,7.335229000000,13.132289000000,9.389769000000,11.206061000000,10.198438000000,11.807053000000,7.878570000000,6.493770000000,10.532704000000
01/04/1992,12.022171000000,12.963534000000,12.022171000000,12.963534000000,11.965618000000,9.252561000000,14.572750000000,13.937602000000,16.962444000000,7.355803000000,13.313393000000,9.462365000000,11.316956000000,10.420136000000,11.838114000000,7.917240000000,6.467095000000,10.700853000000
01/05/1992,12.101438000000,13.121112000000,12.101438000000,13.121112000000,12.115649000000,9.364213000000,14.762172000000,14.100596000000,17.136797000000,7.364143000000,13.492512000000,9.362928000000,11.082447000000,9.768176000000,11.902501000000,7.940029000000,6.465476000000,10.771898000000
01/06/1992,12.183345000000,13.251586000000,12.183345000000,13.251586000000,12.226997000000,9.456696000000,14.887974000000,14.253604000000,17.323158000000,7.405581000000,13.643514000000,9.332786000000,10.963552000000,9.287857000000,12.041524000000,7.990779000000,6.512044000000,10.830322000000
01/07/1992,12.260272000000,13.359938000000,12.260272000000,13.359938000000,12.299765000000,9.519555000000,14.966473000000,14.408281000000,17.497800000000,7.503252000000,13.797007000000,9.336324000000,10.921332000000,9.039568000000,12.146098000000,8.036336000000,6.548912000000,10.892582000000
01/08/1992,12.335592000000,13.476399000000,12.335592000000,13.476399000000,12.395999000000,9.583113000000,15.100355000000,14.549277000000,17.660017000000,7.623688000000,13.931263000000,9.316511000000,10.833158000000,8.666500000000,12.261173000000,8.078883000000,6.579469000000,10.958437000000
01/09/1992,12.442897000000,13.626940000000,12.442897000000,13.626940000000,12.465216000000,9.637908000000,15.182698000000,14.808874000000,17.800495000000,9.502693000000,14.060840000000,9.322791000000,10.830292000000,8.565499000000,12.328038000000,8.093654000000,6.601023000000,10.959527000000
01/10/1992,12.532494000000,13.717675000000,12.532494000000,13.717675000000,12.539884000000,9.675055000000,15.305276000000,14.919156000000,17.917844000000,9.570726000000,14.174564000000,9.406504000000,10.930224000000,8.709753000000,12.395467000000,8.163871000000,6.695525000000,10.980550000000
01/11/1992,12.636620000000,13.815690000000,12.636620000000,13.815690000000,12.616880000000,9.695878000000,15.458538000000,15.043422000000,18.039075000000,9.571971000000,14.318430000000,9.520484000000,11.080501000000,9.071478000000,12.394024000000,8.246439000000,6.803308000000,11.011916000000
01/12/1992,12.816553000000,13.952102000000,12.816553000000,13.952102000000,12.717163000000,9.763163000000,15.596434000000,15.226004000000,18.165261000000,9.572948000000,14.559520000000,9.791415000000,11.569845000000,10.100116000000,12.495326000000,8.321539000000,6.881198000000,11.080509000000
01/01/1993,12.977320000000,14.127473000000,12.977320000000,14.127473000000,12.807628000000,9.846233000000,15.686456000000,15.514635000000,18.344591000000,9.665142000000,14.940759000000,9.913432000000,11.724036000000,10.146814000000,12.724287000000,8.416057000000,6.950668000000,11.223646000000
01/02/1993,13.083345000000,14.285363000000,13.083345000000,14.285363000000,12.946428000000,9.961723000000,15.842957000000,15.694112000000,18.527372000000,9.699670000000,15.140061000000,9.899112000000,11.579505000000,9.658596000000,12.825339000000,8.520906000000,7.016774000000,11.404220000000
01/03/1993,13.159594000000,14.430214000000,13.159594000000,14.430214000000,13.078951000000,10.068509000000,15.997733000000,15.851497000000,18.675513000000,9.721323000000,15.322831000000,9.818573000000,11.300458000000,8.912670000000,12.880750000000,8.621075000000,7.093670000000,11.549404000000
01/04/1993,13.235480000000,14.526301000000,13.235480000000,14.526301000000,13.162360000000,10.148691000000,16.075214000000,15.962205000000,18.802278000000,9.812911000000,15.428965000000,9.846319000000,11.276731000000,8.969588000000,12.799988000000,8.696478000000,7.113284000000,11.734814000000
01/05/1993,13.311137000000,14.590822000000,13.311137000000,14.590822000000,13.215107000000,10.197169000000,16.127637000000,16.041115000000,18.910714000000,9.914270000000,15.489788000000,9.944165000000,11.435372000000,9.450463000000,12.728138000000,8.740184000000,7.144006000000,11.803788000000
01/06/1993,13.385797000000,14.653341000000,13.385797000000,14.653341000000,13.261346000000,10.215238000000,16.211126000000,16.124405000000,19.012687000000,9.962267000000,15.568497000000,10.043304000000,11.563129000000,9.809629000000,12.690228000000,8.814709000000,7.223762000000,11.866960000000
01/07/1993,13.450123000000,14.714081000000,13.450123000000,14.714081000000,13.286854000000,10.242788000000,16.230165000000,16.232538000000,19.126559000000,9.989188000000,15.685671000000,10.113296000000,11.644376000000,9.883973000000,12.775547000000,8.875531000000,7.302624000000,11.891129000000
01/08/1993,13.522112000000,14.808934000000,13.522112000000,14.808934000000,13.377316000000,10.293547000000,16.369827000000,16.330439000000,19.220121000000,10.040637000000,15.793797000000,10.131282000000,11.617601000000,9.813025000000,12.780419000000,8.934859000000,7.384175000000,11.905499000000
01/09/1993,13.622261000000,14.926610000000,13.622261000000,14.926610000000,13.429491000000,10.310574000000,16.469203000000,16.536067000000,19.301109000000,11.574141000000,15.908036000000,10.188374000000,11.676217000000,9.935852000000,12.792829000000,8.991492000000,7.462672000000,11.917927000000
01/10/1993,13.677973000000,15.015124000000,13.677973000000,15.015124000000,13.492554000000,10.336887000000,16.580505000000,16.657354000000,19.399747000000,11.585625000000,16.058387000000,10.168397000000,11.543056000000,9.599666000000,12.805230000000,9.074978000000,7.573646000000,11.945676000000
01/11/1993,13.738302000000,15.069833000000,13.738302000000,15.069833000000,13.535447000000,10.328072000000,16.697251000000,16.726832000000,19.489504000000,11.590180000000,16.125817000000,10.239105000000,11.573402000000,9.740146000000,12.757043000000,9.183860000000,7.685591000000,12.047080000000
01/12/1993,13.843055000000,15.126232000000,13.843055000000,15.126232000000,13.548813000000,10.332655000000,16.722370000000,16.841699000000,19.623319000000,11.590180000000,16.246548000000,10.448489000000,11.927308000000,10.366025000000,12.914158000000,9.264159000000,7.753157000000,12.151686000000
01/01/1994,13.950375000000,15.225658000000,13.950375000000,15.225658000000,13.615204000000,10.433765000000,16.726748000000,16.984171000000,19.791342000000,11.656094000000,16.386863000000,10.569540000000,12.077177000000,10.560773000000,13.030617000000,9.360772000000,7.821600000000,12.303100000000
01/02/1994,14.022124000000,15.353679000000,14.022124000000,15.353679000000,13.727026000000,10.516245000000,16.869062000000,17.130704000000,19.966442000000,11.700051000000,16.532862000000,10.512321000000,11.843211000000,9.915376000000,13.091265000000,9.464692000000,7.890456000000,12.475438000000
01/03/1994,14.094225000000,15.466548000000,14.094225000000,15.466548000000,13.844180000000,10.646047000000,16.951489000000,17.233872000000,20.084536000000,11.705806000000,16.641767000000,10.490243000000,11.675882000000,9.552676000000,13.064412000000,9.575447000000,7.976782000000,12.633373000000
01/04/1994,14.163251000000,15.563694000000,14.163251000000,15.563694000000,13.929829000000,10.735379000000,17.020299000000,17.343950000000,20.192615000000,11.732609000000,16.765594000000,10.493595000000,11.650435000000,9.564103000000,13.013035000000,9.605263000000,7.987242000000,12.701307000000
01/05/1994,14.231682000000,15.652912000000,14.231682000000,15.652912000000,14.019567000000,10.806771000000,17.126516000000,17.429516000000,20.301804000000,11.786103000000,16.843403000000,10.512828000000,11.683015000000,9.649387000000,13.007849000000,9.612572000000,7.995334000000,12.706968000000
